Name,Avaliable_Online_order,Avaliable_Book_table,Rate out of 5,Votes of popularity,Phone,Location,Rest_type,Approx_cost(for two people),Approx_cost(for one people)
Little Cafe,True,False,3.7,54,+919741248269,Basavanagudi,Cafe,600,300.0
Mumbai Badam Milk & Lassi Center,True,False,3.6,23,+919739007875,Basavanagudi,Kiosk,100,50.0
Sri Krishna Sagar,True,False,3.2,119,+919035297404,Banashankari,Casual Dining,400,200.0
Mylari Biryani Family Restaurant,True,False,3.7,73,"+919945052728,+917022367179",Banashankari,Quick Bites,400,200.0
1980s Games Cafe,True,False,3.4,58,08041677077,Basavanagudi,Cafe,400,200.0
Kadala Tarangaa,True,False,3.6,129,"+919743491480,+919483528275",Banashankari,Casual Dining,600,300.0
Namma Biryani,True,False,3.6,24,+917619474889,Banashankari,Quick Bites,250,125.0
Nandhanu's Rasoi,True,False,3.0,175,08048533260,Kumaraswamy Layout,Quick Bites,400,200.0
Hotel Pork Paradise,True,False,3.7,21,"+918088040404,+919986800010",Mysore Road,Quick Bites,300,150.0
As On Fire,True,False,3.5,41,+919731111852,South Bangalore,Food Truck,400,200.0
J K Fish Land,True,False,3.6,35,+919535915646,Jayanagar,Quick Bites,300,150.0
Curry Leaves,True,False,4.1,176,"+918048666976,+918026760130",Basavanagudi,Casual Dining,800,400.0
Lassi Shop,True,False,3.5,45,+919342508139,Banashankari,Beverage Shop,300,150.0
Magic Meals,True,False,3.7,47,"+919986281317,+918970050267",Jayanagar,"Quick Bites, Dessert Parlor",400,200.0
Desi Cream Junction,True,True,3.7,36,"+919342943356,+919880988500",Jayanagar,Casual Dining,650,325.0
Drunken Monkey,True,False,3.8,52,"+919916625307,+919686859087",Kumaraswamy Layout,"Beverage Shop, Quick Bites",400,200.0
Ruchi's Corner,True,False,2.7,123,+919113802089,Banashankari,Quick Bites,200,100.0
Tandoori Bytes,True,False,3.6,59,08048668939,Kumaraswamy Layout,Casual Dining,700,350.0
Bangalore Donne Biriyani,True,False,3.2,4,+917829825712,Kumaraswamy Layout,Quick Bites,300,150.0
SGS Non Veg - Gundu Pulav,True,False,3.8,101,08041147306,Banashankari,Quick Bites,400,200.0
Keventers,True,False,3.7,54,08049652198,Banashankari,"Beverage Shop, Dessert Parlor",400,200.0
Navi Food Point,True,False,3.6,22,+919060891441,Basavanagudi,Quick Bites,200,100.0
Shawarma Inc,True,False,3.1,31,"+919900012191,+919538550509",Banashankari,Takeaway,250,125.0
The Cafe Nuts and Bolts,True,False,3.0,29,"+917019869484,+918892454909",Kumaraswamy Layout,Cafe,500,250.0
AM WOW,True,False,3.4,6,+919902039516,Jayanagar,Beverage Shop,100,50.0
Lalbagh Grand,True,False,3.0,22,08041473344,Basavanagudi,Quick Bites,250,125.0
Funjabi Curries,True,False,2.9,11,+917010846043,Banashankari,Quick Bites,500,250.0
Eat Repeat,True,False,3.9,101,"+919945607074,+919880308011",Basavanagudi,Quick Bites,150,75.0
Salut,True,True,4.1,442,"+918971285555,08049709755",Jayanagar,"Pub, Casual Dining",1200,600.0
Nammura Donne Biriyani,True,False,3.5,155,08049652156,Basavanagudi,Quick Bites,400,200.0
Lassi Stop,True,False,3.4,12,+919342969516,Banashankari,"Beverage Shop, Quick Bites",150,75.0
Sri Sai Cafe,True,False,3.5,10,+919900058555,Basavanagudi,Quick Bites,200,100.0
Sri Sai 99 Variety Dosa,True,False,3.8,25,+918867774217,Banashankari,Quick Bites,300,150.0
Utsav Restaurant,True,False,3.8,61,+919986874634,Banashankari,Quick Bites,300,150.0
Crunch and Munch,True,False,3.7,23,"08026392882,+919900568386",Uttarahalli,Quick Bites,300,150.0
Food Geek,True,False,3.8,25,+916361205115,Basavanagudi,Quick Bites,350,175.0
Sri Krishna Aramane,True,False,3.7,40,"+919611401201,+918660504675",Kumaraswamy Layout,Quick Bites,200,100.0
Great Indian Rolls,True,False,3.3,4,"+919686631631,+919740088890",Basavanagudi,Quick Bites,100,50.0
Chats Point,True,False,3.4,8,+918660601501,Basavanagudi,Quick Bites,150,75.0
Food Point,True,False,3.5,32,+919986138782,Kumaraswamy Layout,Quick Bites,300,150.0
Swarga Ruchi,True,False,3.3,10,+919845912799,Basavanagudi,Quick Bites,200,100.0
Kolkata King,True,False,3.4,6,"+917019698036,+919740104633",Basavanagudi,Quick Bites,300,150.0
Sandwich Mama's And Frozen Monster,True,False,3.8,53,0009945784161,Jayanagar,Quick Bites,250,125.0
New Rajadhani Spicy,True,False,3.7,67,+918971562572,Kumaraswamy Layout,Casual Dining,700,350.0
Big Mishra Pedha,True,False,2.9,23,+919141474000,Jayanagar,Sweet Shop,250,125.0
VEGeatz,True,False,3.4,19,+919901533200,Banashankari,Quick Bites,200,100.0
Foodizo,True,False,3.6,24,+919742652245,Banashankari,Quick Bites,300,150.0
Food Springs,True,False,4.0,232,08042010153,Jayanagar,Quick Bites,400,200.0
Chung's Chinese Corner,True,False,3.9,221,"08026644700,08041211700",Jayanagar,Casual Dining,700,350.0
Eurasia Pasta and Barbeque by Little Italy,True,True,4.1,1063,"08022452202,08022452203",Jayanagar,"Casual Dining, Bar",1200,600.0
Goli Vada Pav No. 1,True,False,3.7,93,"+919845208282,+919538308282",Basavanagudi,Quick Bites,200,100.0
Ragoo's,True,False,3.9,233,"08026762888,08026763888",Jayanagar,Casual Dining,800,400.0
Pure & Natural,True,False,3.9,211,"+919880372471,08026633304",Jayanagar,Casual Dining,500,250.0
Maiyas,True,False,4.0,1778,+919632411352,Jayanagar,Quick Bites,200,100.0
Sip n Dine,True,False,3.6,218,"+919741464017,08023402484",Vijay Nagar,Casual Dining,800,400.0
Cafe Mondo,True,False,3.7,514,08042088686,Basavanagudi,Cafe,600,300.0
Jalpaan,True,True,4.0,866,"08026761992,+919591996826",Jayanagar,Casual Dining,900,450.0
Kataria's Pakwan,True,False,3.2,96,+919845089103,Kumaraswamy Layout,Quick Bites,400,200.0
Juicy Momos,True,False,3.5,80,+919538550509,Banashankari,Quick Bites,250,125.0
Amande Patisserie,True,False,4.0,73,08026761080,Basavanagudi,Bakery,300,150.0
Anand Sweets and Savouries,True,False,3.9,84,08022446973,Jayanagar,Sweet Shop,400,200.0
Chicken Hunt,True,False,3.5,88,"+918762427116,+919591490143",Banashankari,Quick Bites,350,175.0
Swadesh Tadka,True,False,3.5,179,"08042151252,+919886681252",Banashankari,Casual Dining,600,300.0
Cane-O-La,True,False,3.8,61,08022977700,Basavanagudi,Quick Bites,100,50.0
New Biryani Mane,True,False,3.7,128,"+919241593725,+919880150550",Uttarahalli,Casual Dining,450,225.0
Upahara Darshini,True,False,3.8,339,+919980919186,Jayanagar,Quick Bites,400,200.0
Karnataka Bhel House,True,False,4.1,449,+919845100870,Basavanagudi,Quick Bites,100,50.0
Sreeraj Lassi Bar,True,False,4.1,210,08042198037,Jayanagar,"Dessert Parlor, Beverage Shop",150,75.0
Juice Junction Food Court,True,False,3.7,57,+919986282260,Basavanagudi,Quick Bites,200,100.0
Bunt's Biriyani Palace,True,False,3.0,213,"08026697231,+918711090256",Banashankari,Quick Bites,400,200.0
Chai Point,True,False,3.2,208,+918880141000,Jayanagar,"Beverage Shop, Quick Bites",250,125.0
Janahaar,True,False,3.8,70,+919740290589,Banashankari,Quick Bites,100,50.0
Utsav,True,False,3.7,59,+919632695401,Banashankari,Quick Bites,200,100.0
Meat And Eat,True,False,3.1,10,08040955150,Banashankari,Quick Bites,500,250.0
Snacks Bite,True,False,3.0,9,"+919035001878,+919900272957",Kumaraswamy Layout,Quick Bites,400,200.0
The Spice Saga,True,False,3.7,124,+917397773606,Kumaraswamy Layout,Casual Dining,750,375.0
Dakshin Cafe,True,False,3.7,19,+919916806236,Kumaraswamy Layout,Quick Bites,100,50.0
Kaulige Millet Corner,True,False,3.3,4,+919845490382,Basavanagudi,Quick Bites,150,75.0
Ifruit Ice Cream,True,False,3.3,4,+918095181740,Kumaraswamy Layout,Dessert Parlor,150,75.0
Havmor,True,False,3.8,21,+919591082665,Basavanagudi,Dessert Parlor,200,100.0
Grand Food,True,False,3.4,8,"+919980340788,+919449327226",Banashankari,"Quick Bites, Bakery",250,125.0
Dining Hut,True,False,3.5,10,+918660059043,Kumaraswamy Layout,Quick Bites,400,200.0
Desi Swaad,True,False,3.5,10,"+918548849073,+919900128173",Kumaraswamy Layout,Quick Bites,400,200.0
Yummy Momos,True,False,3.2,4,"+919535471685,+917022151183",Kumaraswamy Layout,Quick Bites,200,100.0
Masale Daan,True,False,3.1,4,+917975688235,Banashankari,Delivery,350,175.0
Grow Fit,True,False,3.6,16,+917259662169,JP Nagar,"Takeaway, Delivery",500,250.0
Lassi Spot,True,False,3.3,4,+918050567900,Kumaraswamy Layout,Beverage Shop,100,50.0
Sandwich Hub,True,False,3.4,12,+919343264000,Jayanagar,Quick Bites,300,150.0
Udupi Sri Krishna Cafe,True,False,3.9,14,08022440505,Jayanagar,Casual Dining,600,300.0
Starlite Bakery & Fastfood,True,False,3.7,0,08049653268,Jayanagar,Quick Bites,300,150.0
Veganbreak24x7,True,False,2.8,5,+919739008132,City Market,"Takeaway, Delivery",199,99.5
Aadhya Hotel,True,False,3.3,5,+919741115446,Basavanagudi,"Casual Dining, Bar",800,400.0
Dodda Mane Baaduta,True,False,3.5,15,+918618270597,Banashankari,Quick Bites,250,125.0
Swadd Kitchen,True,False,3.4,4,"+918042140454,+919080869067",Basavanagudi,Casual Dining,500,250.0
Happy Chopsticks,True,False,3.6,17,+916361205115,Basavanagudi,Quick Bites,300,150.0
Udupi Upachar,True,False,3.3,6,"+918026719977,+919448849536",Banashankari,Quick Bites,500,250.0
Davanagere Benne Dose Hut,True,False,3.4,10,"+919632250213,+918951760439",Banashankari,Quick Bites,100,50.0
Subz,True,True,4.2,2022,08049652607,Jayanagar,Casual Dining,1000,500.0
Mint and Mustard,True,False,4.0,232,"+918296898737,+917003941601",Basavanagudi,Casual Dining,750,375.0
Chinese Square,True,False,3.9,38,+918884889088,Basavanagudi,Quick Bites,200,100.0
Punjabi Raswada,True,True,3.5,431,"+919740105551,08049784222",Jayanagar,Casual Dining,800,400.0
Vinny's,True,True,4.2,2115,08026716795,Banashankari,Casual Dining,800,400.0
Donne Biryani & Kabab Corner,True,False,3.3,12,+919743033337,Kumaraswamy Layout,Quick Bites,200,100.0
Sukh Sagar,True,False,3.8,155,08026634132,Jayanagar,Casual Dining,450,225.0
S M V Snacks Corner,True,False,3.7,33,+919900511499,Basavanagudi,Quick Bites,200,100.0
Andhra Ruchulu,True,True,4.1,666,"+919980909192,+919900265022",Jayanagar,"Casual Dining, Bar",1000,500.0
Steaming Mugs,True,False,3.9,240,"+919341234538,+919886414790",Basavanagudi,Cafe,700,350.0
Rajathadri Food Fort,True,False,4.0,465,"08026539798,+917619201123",Jayanagar,Casual Dining,600,300.0
Brew Meister,True,True,4.1,970,08049652498,Jayanagar,"Microbrewery, Casual Dining",1500,750.0
Rasoi,True,False,3.3,128,"+919738019114,08066816116",Banashankari,Quick Bites,300,150.0
Mr. Singh Da Dhaba,True,False,3.6,241,+917406512549,Kumaraswamy Layout,Quick Bites,300,150.0
Kababs N Biryani,True,False,3.4,22,+919035022503,Banashankari,Quick Bites,200,100.0
Ayodhya Upachar,True,False,4.3,734,"08026694999,0009901269901",Banashankari,Quick Bites,200,100.0
Biriyani Mane,True,False,3.8,130,08022444614,Jayanagar,Quick Bites,400,200.0
Cafe Ajfan,True,False,4.2,261,"+917022022107,+919606791771",Jayanagar,Cafe,700,350.0
Brundhavana Food Point,True,False,4.0,191,+919743518909,Kumaraswamy Layout,Quick Bites,300,150.0
SLV Corner Restaurant,True,False,4.1,364,08049653234,Basavanagudi,Casual Dining,550,275.0
Hotel New Karavali,True,False,3.8,133,"+919686022651,+918971171462",Banashankari,Quick Bites,300,150.0
The Krishna Grand,True,False,3.9,888,"08026711192,+917022268193",Banashankari,Casual Dining,750,375.0
Roti Ghar,True,False,3.9,750,"08026629734,+919880141967",Basavanagudi,Casual Dining,500,250.0
Kettle & Kegs,True,False,3.2,6,180030025009,Banashankari,Delivery,200,100.0
Baisakhi,True,False,3.8,527,+917204339999,Basavanagudi,Casual Dining,500,250.0
Poonam Sweets,False,False,4.4,356,"08026714711,+919844188316",Banashankari,Sweet Shop,150,75.0
Amma's Pastries,False,False,3.8,60,+919590607750,Banashankari,Dessert Parlor,400,200.0
Polar Bear,True,False,3.9,116,08045128775,Banashankari,Dessert Parlor,400,200.0
Anand Sweets and Savouries,False,False,3.7,46,"08026716111,08042124151",Banashankari,"Sweet Shop, Quick Bites",400,200.0
Ibaco,True,False,3.9,41,0919972169534,Banashankari,Dessert Parlor,300,150.0
The Lassi and Juice Park,False,False,3.8,28,+917892197270,Banashankari,"Beverage Shop, Dessert Parlor",150,75.0
Corner Stone,False,False,3.6,42,+919342855551,Banashankari,"Beverage Shop, Quick Bites",300,150.0
Arun Ice Cream,False,False,3.4,7,+919448736143,Banashankari,Dessert Parlor,150,75.0
Sweet N Swirl,False,False,3.2,17,+919986693495,Banashankari,Dessert Parlor,150,75.0
Sri Venkateshwara Sweet Meat Stall,False,False,4.0,98,08026677131,Basavanagudi,"Sweet Shop, Quick Bites",400,200.0
Baskin Robbins,False,False,3.7,25,08041155411,Basavanagudi,Dessert Parlor,250,125.0
Srinivasa Brahmins Bakery,False,False,3.6,16,08026600983,Basavanagudi,"Bakery, Quick Bites",150,75.0
Jain Bakes,False,False,3.6,8,"08041141515,+919886848514",Basavanagudi,Bakery,250,125.0
KC Das - Sweet Spot,False,False,3.6,46,+919845173245,Basavanagudi,"Sweet Shop, Quick Bites",200,100.0
Cake Yard,True,False,3.3,9,"08022977700,+917899761078",Basavanagudi,Dessert Parlor,250,125.0
A2B Veg - Adyar Ananda Bhavan,True,False,2.7,97,"08026621222,08041203999",Basavanagudi,Casual Dining,400,200.0
Jcubez,False,True,3.8,977,"+919740425235,+918746006497",Banashankari,Lounge,1300,650.0
Chung Wah,True,False,3.9,519,"08041553388,+918041604095",Banashankari,Casual Dining,900,450.0
Blue Wings Bar & Restaurant,False,False,3.7,43,+919845731913,Banashankari,"Bar, Casual Dining",700,350.0
New Imperial Restaurant,False,False,3.7,39,08026714439,Banashankari,Casual Dining,450,225.0
Karavali Fish Center,False,False,3.4,10,+919742503736,Banashankari,Quick Bites,300,150.0
Iyer's Tiffin Centre,False,False,3.8,62,+919986669388,Banashankari,Quick Bites,150,75.0
Kydz Adda,False,False,3.4,6,"+919686888222,08026715959",Banashankari,Casual Dining,500,250.0
Food Box Cafe,False,False,3.6,36,"+919740485877,+919899157057",Banashankari,Casual Dining,500,250.0
Sri Ganesh Juice and Chats,False,False,3.5,18,+918892986722,Banashankari,"Beverage Shop, Quick Bites",150,75.0
Manifest Cafe,False,False,3.5,10,"+916362736421,+917979035318",Banashankari,Casual Dining,500,250.0
Beijing Bites,False,False,2.7,128,"08042068388,08042068488",Banashankari,Casual Dining,850,425.0
Pizza Hut,True,False,3.7,405,"08039883988,08026799999",Banashankari,Casual Dining,750,375.0
Taaza Thindi,False,False,4.7,651,08049510845,Banashankari,Quick Bites,100,50.0
Sri Laxmi Venkateshwara Coffee Bar,False,False,4.4,343,+918971691805,Banashankari,Quick Bites,100,50.0
Messy Bowl,False,False,3.8,70,+918553453196,Banashankari,Quick Bites,500,250.0
Chickpet Donne Biryani House,True,False,3.8,131,08049652746,Banashankari,Quick Bites,250,125.0
Brahmin Cafe,False,False,3.8,19,+919886949695,Banashankari,Quick Bites,150,75.0
Hotel Mangala,False,False,3.9,88,+919480126092,Banashankari,Quick Bites,250,125.0
Simple Thindies,False,False,3.5,8,+919845179532,Banashankari,Quick Bites,200,100.0
Rolls On Wheels,False,False,3.4,145,"+919071734121,+919071496800",Banashankari,Quick Bites,300,150.0
SLV Swadishta,False,False,3.8,189,+919900166783,Banashankari,Quick Bites,300,150.0
New Sagar Fast Food,False,False,3.6,71,08026917517,Banashankari,Quick Bites,250,125.0
Thrilok Restaurant,False,False,3.4,9,"+919448522042,+917760359915",Banashankari,Quick Bites,350,175.0
Pizza Stop,True,False,3.0,87,08046640404,Banashankari,Quick Bites,600,300.0
SLV Refreshment,False,False,4.1,94,+919480243556,Banashankari,Quick Bites,100,50.0
SVKP Daily Fresh,False,False,3.3,5,"+919986034581,+919243486889",Banashankari,Quick Bites,350,175.0
Srinagar Kabab Corner,False,False,3.4,10,+919740717892,Banashankari,Quick Bites,250,125.0
Sri Venkateshwara Chat Centre,False,False,3.5,12,+917022362603,Banashankari,Quick Bites,100,50.0
Vinay Bhel Corner,False,False,3.4,7,+919743435083,Banashankari,Quick Bites,100,50.0
Nandi Chats and Juice,False,False,3.6,47,+919886344576,Banashankari,Quick Bites,150,75.0
Just Shawarma,True,False,3.8,66,"+919886488137,+917676764422",Banashankari,Quick Bites,300,150.0
Aramane Donne Biryani,True,False,3.1,28,+916360738836,Banashankari,Quick Bites,200,100.0
FOOD ADDA,False,False,3.2,4,+919741512524,Banashankari,Quick Bites,200,100.0
Hotel Nisarga,False,False,3.2,5,+919964592723,Banashankari,Quick Bites,250,125.0
Yo Roll Corner,False,False,3.0,27,"+919008719754,+918277336263",Banashankari,Quick Bites,200,100.0
New Quality Dum Biryani,False,False,3.1,9,+919620015109,Banashankari,Quick Bites,200,100.0
Sri Lakshmi Kabab Center,False,False,3.3,4,+919844797913,Banashankari,Quick Bites,200,100.0
Tasty Bites,False,False,3.7,21,+919844707533,Banashankari,Quick Bites,150,75.0
Raams Chicken,False,False,3.6,22,+919743115498,Banashankari,Quick Bites,300,150.0
Panchami,False,False,3.0,15,+919986051988,Banashankari,Quick Bites,300,150.0
Kavali,False,False,4.0,42,+919900998811,Banashankari,Quick Bites,300,150.0
Ranganna Military Hotel,False,False,4.2,725,08043027346,Jayanagar,Quick Bites,350,175.0
Vidyarthi Bhavan,False,False,4.4,4460,08026677588,Basavanagudi,Quick Bites,150,75.0
Bharjari Oota,False,False,3.9,153,08026629734,Basavanagudi,Casual Dining,350,175.0
Bridgeway,False,False,3.8,94,"08026753339,+919740935746",Mysore Road,Casual Dining,550,275.0
Soho Bar & Grill,False,False,2.7,377,"08041609445,08041609443",Basavanagudi,Pub,1100,550.0
Bhavani Restaurant,False,False,3.9,100,"+917349414217,08043752748",Basavanagudi,Quick Bites,300,150.0
Zephyr,False,False,3.9,133,"+919632248392,08041476255",Basavanagudi,Casual Dining,650,325.0
Hotel Dwarka,False,False,4.2,253,"08025905217,+919886757366",Basavanagudi,Quick Bites,250,125.0
Nisarga Garden Restaurant,False,False,3.4,51,+919448261574,Basavanagudi,Quick Bites,350,175.0
Ma-Arya Family Restaurant,False,False,3.7,61,"08026601211,+919620007561",Basavanagudi,Casual Dining,600,300.0
New Prashanth Hotel,False,False,3.9,66,+919900966619,Basavanagudi,Casual Dining,400,200.0
Udupi Sri Krishna Bhavan,False,False,4.1,238,08026676566,Basavanagudi,Quick Bites,600,300.0
Ice Thunder,False,False,3.8,124,+919845366565,Basavanagudi,Quick Bites,300,150.0
Upahara Darshini,False,False,4.2,254,08026611355,Basavanagudi,Quick Bites,150,75.0
Mahalaxmi Tiffin Room,False,False,4.1,177,+918762687707,Basavanagudi,Quick Bites,100,50.0
Starlite Bakery & Fastfood,True,False,3.7,23,08049653268,Jayanagar,Quick Bites,300,150.0
Sandwichwallas,True,False,4.0,132,+918277204538,Basavanagudi,Quick Bites,200,100.0
Basavanagudi Mylari,False,False,4.0,52,+919880623407,Basavanagudi,Quick Bites,300,150.0
New Prashanth Hotel,False,False,2.9,34,"08026766679,+918861190190",Basavanagudi,Casual Dining,750,375.0
Shrinidhi Military Hotel,False,False,3.3,6,+919945526733,Basavanagudi,Quick Bites,300,150.0
Pramukh Family Restaurant,False,False,3.9,111,"08026622484,+918970968889",Basavanagudi,Casual Dining,700,350.0
Vybhava,False,False,3.8,39,+918026653198,Jayanagar,Quick Bites,250,125.0
Shree Venkateshwara North Karnataka Hotel,False,False,4.0,64,+918971951073,Basavanagudi,Quick Bites,200,100.0
Anand Sagar Inn,False,False,3.3,6,"08043325555,+919513803777",Basavanagudi,Casual Dining,450,225.0
Sangam Military Hotel,False,False,3.2,14,+919448511744,Jayanagar,Quick Bites,250,125.0
Belly Squad Food Truck,False,False,3.8,55,+917760617526,South Bangalore,Food Truck,300,150.0
Om Shiva Shakthi Chats Centre,False,False,3.9,26,+919845344083,Basavanagudi,Quick Bites,300,150.0
Rolls Corner,False,False,3.6,22,+918904886443,Basavanagudi,Quick Bites,150,75.0
New Ambur Hot Dum Biryani,False,False,3.2,8,+917975160136,Mysore Road,Quick Bites,150,75.0
Deja Vu Resto Bar,True,True,4.4,2487,+919632499855,Bannerghatta Road,Pub,900,450.0
Fattoush,True,True,4.2,1964,"08041425553,+917337830044",Bannerghatta Road,Casual Dining,1000,500.0
Empire Restaurant,True,False,4.3,3178,08049653239,Bannerghatta Road,Casual Dining,750,375.0
Abhiruchi Hotel,True,False,3.3,455,"+918041470003,+918049597979",Bannerghatta Road,Casual Dining,550,275.0
Tulips,False,False,3.1,19,"08022420994,08022421076",Bannerghatta Road,Casual Dining,800,400.0
Barbeque Nation,False,True,4.7,3845,+918064806060,JP Nagar,Casual Dining,1600,800.0
Sattvam,False,False,4.3,353,"08026595000,+919483275526",JP Nagar,Casual Dining,1200,600.0
